index,date,value,ticker
Operating Gains Losses,2024-12-31 00:00:00,29000000.0,MA
Gain Loss On Investment Securities,2024-12-31 00:00:00,29000000.0,MA
Net Income From Continuing Operations,2024-12-31 00:00:00,12874000000.0,MA
Free Cash Flow,2023-12-31 00:00:00,10892000000.0,MA
Repurchase Of Capital Stock,2023-12-31 00:00:00,-9032000000.0,MA
Repayment Of Debt,2023-12-31 00:00:00,0.0,MA
Issuance Of Debt,2023-12-31 00:00:00,1554000000.0,MA
Capital Expenditure,2023-12-31 00:00:00,-1088000000.0,MA
Interest Paid Supplemental Data,2023-12-31 00:00:00,477000000.0,MA
Income Tax Paid Supplemental Data,2023-12-31 00:00:00,2746000000.0,MA
End Cash Position,2023-12-31 00:00:00,10465000000.0,MA
Beginning Cash Position,2023-12-31 00:00:00,9196000000.0,MA
Effect Of Exchange Rate Changes,2023-12-31 00:00:00,128000000.0,MA
Changes In Cash,2023-12-31 00:00:00,1141000000.0,MA
Financing Cash Flow,2023-12-31 00:00:00,-9488000000.0,MA
Cash Flow From Continuing Financing Activities,2023-12-31 00:00:00,-9488000000.0,MA
Net Other Financing Charges,2023-12-31 00:00:00,-89000000.0,MA
Proceeds From Stock Option Exercised,2023-12-31 00:00:00,237000000.0,MA
Cash Dividends Paid,2023-12-31 00:00:00,-2158000000.0,MA
Common Stock Dividend Paid,2023-12-31 00:00:00,-2158000000.0,MA
Net Common Stock Issuance,2023-12-31 00:00:00,-9032000000.0,MA
Common Stock Payments,2023-12-31 00:00:00,-9032000000.0,MA
Net Issuance Payments Of Debt,2023-12-31 00:00:00,1554000000.0,MA
Net Long Term Debt Issuance,2023-12-31 00:00:00,1554000000.0,MA
Long Term Debt Payments,2023-12-31 00:00:00,0.0,MA
Long Term Debt Issuance,2023-12-31 00:00:00,1554000000.0,MA
Investing Cash Flow,2023-12-31 00:00:00,-1351000000.0,MA
Cash Flow From Continuing Investing Activities,2023-12-31 00:00:00,-1351000000.0,MA
Net Other Investing Changes,2023-12-31 00:00:00,-6000000.0,MA
Net Investment Purchase And Sale,2023-12-31 00:00:00,-257000000.0,MA
Sale Of Investment,2023-12-31 00:00:00,479000000.0,MA
Purchase Of Investment,2023-12-31 00:00:00,-736000000.0,MA
Net Business Purchase And Sale,2023-12-31 00:00:00,0.0,MA
Purchase Of Business,2023-12-31 00:00:00,0.0,MA
Net PPE Purchase And Sale,2023-12-31 00:00:00,-371000000.0,MA
Purchase Of PPE,2023-12-31 00:00:00,-371000000.0,MA
Capital Expenditure Reported,2023-12-31 00:00:00,-717000000.0,MA
Operating Cash Flow,2023-12-31 00:00:00,11980000000.0,MA
Cash Flow From Continuing Operating Activities,2023-12-31 00:00:00,11980000000.0,MA
Change In Working Capital,2023-12-31 00:00:00,-1943000000.0,MA
Change In Other Working Capital,2023-12-31 00:00:00,922000000.0,MA
Change In Other Current Liabilities,2023-12-31 00:00:00,282000000.0,MA
Change In Other Current Assets,2023-12-31 00:00:00,40000000.0,MA
Change In Payables And Accrued Expense,2023-12-31 00:00:00,-32000000.0,MA
Change In Accrued Expense,2023-12-31 00:00:00,196000000.0,MA
Change In Payable,2023-12-31 00:00:00,-228000000.0,MA
Change In Account Payable,2023-12-31 00:00:00,-99000000.0,MA
Change In Tax Payable,2023-12-31 00:00:00,-129000000.0,MA
Change In Income Tax Payable,2023-12-31 00:00:00,-129000000.0,MA
Change In Prepaid Assets,2023-12-31 00:00:00,-2438000000.0,MA
Change In Receivables,2023-12-31 00:00:00,-717000000.0,MA
Changes In Account Receivables,2023-12-31 00:00:00,-546000000.0,MA
Other Non Cash Items,2023-12-31 00:00:00,1644000000.0,MA
Stock Based Compensation,2023-12-31 00:00:00,460000000.0,MA
Deferred Tax,2023-12-31 00:00:00,-236000000.0,MA
Deferred Income Tax,2023-12-31 00:00:00,-236000000.0,MA
Depreciation Amortization Depletion,2023-12-31 00:00:00,799000000.0,MA
Depreciation And Amortization,2023-12-31 00:00:00,799000000.0,MA
Operating Gains Losses,2023-12-31 00:00:00,61000000.0,MA
Gain Loss On Investment Securities,2023-12-31 00:00:00,61000000.0,MA
Net Income From Continuing Operations,2023-12-31 00:00:00,11195000000.0,MA
Free Cash Flow,2022-12-31 00:00:00,10098000000.0,MA
Repurchase Of Capital Stock,2022-12-31 00:00:00,-8753000000.0,MA
Repayment Of Debt,2022-12-31 00:00:00,-724000000.0,MA
Issuance Of Debt,2022-12-31 00:00:00,1123000000.0,MA
Capital Expenditure,2022-12-31 00:00:00,-1097000000.0,MA
Interest Paid Supplemental Data,2022-12-31 00:00:00,414000000.0,MA
Income Tax Paid Supplemental Data,2022-12-31 00:00:00,2506000000.0,MA
End Cash Position,2022-12-31 00:00:00,9196000000.0,MA
Beginning Cash Position,2022-12-31 00:00:00,9902000000.0,MA
Effect Of Exchange Rate Changes,2022-12-31 00:00:00,-103000000.0,MA
Changes In Cash,2022-12-31 00:00:00,-603000000.0,MA
Financing Cash Flow,2022-12-31 00:00:00,-10328000000.0,MA
Cash Flow From Continuing Financing Activities,2022-12-31 00:00:00,-10328000000.0,MA
Net Other Financing Charges,2022-12-31 00:00:00,-161000000.0,MA
Proceeds From Stock Option Exercised,2022-12-31 00:00:00,90000000.0,MA
Cash Dividends Paid,2022-12-31 00:00:00,-1903000000.0,MA
Common Stock Dividend Paid,2022-12-31 00:00:00,-1903000000.0,MA
Net Common Stock Issuance,2022-12-31 00:00:00,-8753000000.0,MA
Common Stock Payments,2022-12-31 00:00:00,-8753000000.0,MA
Net Issuance Payments Of Debt,2022-12-31 00:00:00,399000000.0,MA
Net Long Term Debt Issuance,2022-12-31 00:00:00,399000000.0,MA
Long Term Debt Payments,2022-12-31 00:00:00,-724000000.0,MA
Long Term Debt Issuance,2022-12-31 00:00:00,1123000000.0,MA
Investing Cash Flow,2022-12-31 00:00:00,-1470000000.0,MA
Cash Flow From Continuing Investing Activities,2022-12-31 00:00:00,-1470000000.0,MA
Net Other Investing Changes,2022-12-31 00:00:00,-3000000.0,MA
Net Investment Purchase And Sale,2022-12-31 00:00:00,-57000000.0,MA
Sale Of Investment,2022-12-31 00:00:00,537000000.0,MA
Purchase Of Investment,2022-12-31 00:00:00,-594000000.0,MA
Net Business Purchase And Sale,2022-12-31 00:00:00,-313000000.0,MA
Purchase Of Business,2022-12-31 00:00:00,-313000000.0,MA
Net PPE Purchase And Sale,2022-12-31 00:00:00,-442000000.0,MA
Purchase Of PPE,2022-12-31 00:00:00,-442000000.0,MA
Capital Expenditure Reported,2022-12-31 00:00:00,-655000000.0,MA
Operating Cash Flow,2022-12-31 00:00:00,11195000000.0,MA
Cash Flow From Continuing Operating Activities,2022-12-31 00:00:00,11195000000.0,MA
Change In Working Capital,2022-12-31 00:00:00,-904000000.0,MA
Change In Other Working Capital,2022-12-31 00:00:00,-6000000.0,MA
Change In Other Current Liabilities,2022-12-31 00:00:00,201000000.0,MA
Change In Other Current Assets,2022-12-31 00:00:00,48000000.0,MA
Change In Payables And Accrued Expense,2022-12-31 00:00:00,1497000000.0,MA
Change In Accrued Expense,2022-12-31 00:00:00,1428000000.0,MA
Change In Payable,2022-12-31 00:00:00,69000000.0,MA
Change In Account Payable,2022-12-31 00:00:00,190000000.0,MA
Change In Tax Payable,2022-12-31 00:00:00,-121000000.0,MA
Change In Income Tax Payable,2022-12-31 00:00:00,-121000000.0,MA
Change In Prepaid Assets,2022-12-31 00:00:00,-2175000000.0,MA
Change In Receivables,2022-12-31 00:00:00,-469000000.0,MA
Changes In Account Receivables,2022-12-31 00:00:00,-481000000.0,MA
Other Non Cash Items,2022-12-31 00:00:00,1630000000.0,MA
Stock Based Compensation,2022-12-31 00:00:00,295000000.0,MA
Deferred Tax,2022-12-31 00:00:00,-651000000.0,MA
Deferred Income Tax,2022-12-31 00:00:00,-651000000.0,MA
Depreciation Amortization Depletion,2022-12-31 00:00:00,750000000.0,MA
Depreciation And Amortization,2022-12-31 00:00:00,750000000.0,MA
Operating Gains Losses,2022-12-31 00:00:00,145000000.0,MA
Gain Loss On Investment Securities,2022-12-31 00:00:00,145000000.0,MA
Net Income From Continuing Operations,2022-12-31 00:00:00,9930000000.0,MA
Free Cash Flow,2021-12-31 00:00:00,8649000000.0,MA
Repurchase Of Capital Stock,2021-12-31 00:00:00,-5904000000.0,MA
Repayment Of Debt,2021-12-31 00:00:00,-650000000.0,MA
Issuance Of Debt,2021-12-31 00:00:00,2024000000.0,MA
Capital Expenditure,2021-12-31 00:00:00,-814000000.0,MA
Interest Paid Supplemental Data,2021-12-31 00:00:00,,MA
Income Tax Paid Supplemental Data,2021-12-31 00:00:00,,MA
End Cash Position,2021-12-31 00:00:00,9902000000.0,MA
Beginning Cash Position,2021-12-31 00:00:00,12419000000.0,MA
Effect Of Exchange Rate Changes,2021-12-31 00:00:00,-153000000.0,MA
Changes In Cash,2021-12-31 00:00:00,-2364000000.0,MA
Financing Cash Flow,2021-12-31 00:00:00,-6555000000.0,MA
Cash Flow From Continuing Financing Activities,2021-12-31 00:00:00,-6555000000.0,MA
Net Other Financing Charges,2021-12-31 00:00:00,-345000000.0,MA
Proceeds From Stock Option Exercised,2021-12-31 00:00:00,61000000.0,MA
Cash Dividends Paid,2021-12-31 00:00:00,-1741000000.0,MA
Common Stock Dividend Paid,2021-12-31 00:00:00,-1741000000.0,MA
Net Common Stock Issuance,2021-12-31 00:00:00,-5904000000.0,MA
Common Stock Payments,2021-12-31 00:00:00,-5904000000.0,MA
Net Issuance Payments Of Debt,2021-12-31 00:00:00,1374000000.0,MA
Net Long Term Debt Issuance,2021-12-31 00:00:00,1374000000.0,MA
Long Term Debt Payments,2021-12-31 00:00:00,-650000000.0,MA
Long Term Debt Issuance,2021-12-31 00:00:00,2024000000.0,MA
Investing Cash Flow,2021-12-31 00:00:00,-5272000000.0,MA
Cash Flow From Continuing Investing Activities,2021-12-31 00:00:00,-5272000000.0,MA
Net Other Investing Changes,2021-12-31 00:00:00,33000000.0,MA
Net Investment Purchase And Sale,2021-12-31 00:00:00,-55000000.0,MA
Sale Of Investment,2021-12-31 00:00:00,856000000.0,MA
Purchase Of Investment,2021-12-31 00:00:00,-911000000.0,MA
Net Business Purchase And Sale,2021-12-31 00:00:00,-4436000000.0,MA
Purchase Of Business,2021-12-31 00:00:00,-4436000000.0,MA
Net PPE Purchase And Sale,2021-12-31 00:00:00,-407000000.0,MA
Purchase Of PPE,2021-12-31 00:00:00,-407000000.0,MA
Capital Expenditure Reported,2021-12-31 00:00:00,-407000000.0,MA
Operating Cash Flow,2021-12-31 00:00:00,9463000000.0,MA
Cash Flow From Continuing Operating Activities,2021-12-31 00:00:00,9463000000.0,MA
Change In Working Capital,2021-12-31 00:00:00,-916000000.0,MA
Change In Other Working Capital,2021-12-31 00:00:00,431000000.0,MA
Change In Other Current Liabilities,2021-12-31 00:00:00,-568000000.0,MA
Change In Other Current Assets,2021-12-31 00:00:00,390000000.0,MA
Change In Payables And Accrued Expense,2021-12-31 00:00:00,1402000000.0,MA
Change In Accrued Expense,2021-12-31 00:00:00,1354000000.0,MA
Change In Payable,2021-12-31 00:00:00,48000000.0,MA
Change In Account Payable,2021-12-31 00:00:00,100000000.0,MA
Change In Tax Payable,2021-12-31 00:00:00,-52000000.0,MA
Change In Income Tax Payable,2021-12-31 00:00:00,-52000000.0,MA
Change In Prepaid Assets,2021-12-31 00:00:00,-2087000000.0,MA
Change In Receivables,2021-12-31 00:00:00,-484000000.0,MA
Changes In Account Receivables,2021-12-31 00:00:00,-397000000.0,MA
Other Non Cash Items,2021-12-31 00:00:00,1407000000.0,MA
Stock Based Compensation,2021-12-31 00:00:00,273000000.0,MA
Deferred Tax,2021-12-31 00:00:00,-69000000.0,MA
Deferred Income Tax,2021-12-31 00:00:00,-69000000.0,MA
Depreciation Amortization Depletion,2021-12-31 00:00:00,726000000.0,MA
Depreciation And Amortization,2021-12-31 00:00:00,726000000.0,MA
Operating Gains Losses,2021-12-31 00:00:00,-645000000.0,MA
Gain Loss On Investment Securities,2021-12-31 00:00:00,-645000000.0,MA
Net Income From Continuing Operations,2021-12-31 00:00:00,8687000000.0,MA
Free Cash Flow,2024-12-31 00:00:00,24694000.0,BROS
Repurchase Of Capital Stock,2024-12-31 00:00:00,,BROS
Repayment Of Debt,2024-12-31 00:00:00,-24043000.0,BROS
Issuance Of Debt,2024-12-31 00:00:00,152449000.0,BROS
Issuance Of Capital Stock,2024-12-31 00:00:00,0.0,BROS
Capital Expenditure,2024-12-31 00:00:00,-221738000.0,BROS
Interest Paid Supplemental Data,2024-12-31 00:00:00,39103000.0,BROS
Income Tax Paid Supplemental Data,2024-12-31 00:00:00,2253000.0,BROS
End Cash Position,2024-12-31 00:00:00,293354000.0,BROS
Beginning Cash Position,2024-12-31 00:00:00,133545000.0,BROS
Changes In Cash,2024-12-31 00:00:00,159809000.0,BROS
Financing Cash Flow,2024-12-31 00:00:00,125449000.0,BROS
Cash Flow From Continuing Financing Activities,2024-12-31 00:00:00,125449000.0,BROS
Net Other Financing Charges,2024-12-31 00:00:00,-2957000.0,BROS
Cash Dividends Paid,2024-12-31 00:00:00,,BROS
Net Common Stock Issuance,2024-12-31 00:00:00,0.0,BROS
Common Stock Payments,2024-12-31 00:00:00,,BROS
Common Stock Issuance,2024-12-31 00:00:00,0.0,BROS
Net Issuance Payments Of Debt,2024-12-31 00:00:00,128406000.0,BROS
Net Short Term Debt Issuance,2024-12-31 00:00:00,,BROS
Short Term Debt Payments,2024-12-31 00:00:00,,BROS
Short Term Debt Issuance,2024-12-31 00:00:00,,BROS
Net Long Term Debt Issuance,2024-12-31 00:00:00,128406000.0,BROS
Long Term Debt Payments,2024-12-31 00:00:00,-24043000.0,BROS
Long Term Debt Issuance,2024-12-31 00:00:00,152449000.0,BROS
Investing Cash Flow,2024-12-31 00:00:00,-212072000.0,BROS
Cash Flow From Continuing Investing Activities,2024-12-31 00:00:00,-212072000.0,BROS
Net Business Purchase And Sale,2024-12-31 00:00:00,0.0,BROS
Purchase Of Business,2024-12-31 00:00:00,0.0,BROS
Net PPE Purchase And Sale,2024-12-31 00:00:00,-212072000.0,BROS
Sale Of PPE,2024-12-31 00:00:00,9666000.0,BROS
Purchase Of PPE,2024-12-31 00:00:00,-221738000.0,BROS
Operating Cash Flow,2024-12-31 00:00:00,246432000.0,BROS
Cash Flow From Continuing Operating Activities,2024-12-31 00:00:00,246432000.0,BROS
Change In Working Capital,2024-12-31 00:00:00,46909000.0,BROS
Change In Other Working Capital,2024-12-31 00:00:00,13858000.0,BROS
Change In Other Current Liabilities,2024-12-31 00:00:00,-6901000.0,BROS
Change In Other Current Assets,2024-12-31 00:00:00,611000.0,BROS
Change In Payables And Accrued Expense,2024-12-31 00:00:00,32632000.0,BROS
Change In Accrued Expense,2024-12-31 00:00:00,28974000.0,BROS
Change In Payable,2024-12-31 00:00:00,3658000.0,BROS
Change In Account Payable,2024-12-31 00:00:00,3658000.0,BROS
Change In Prepaid Assets,2024-12-31 00:00:00,-2282000.0,BROS
Change In Inventory,2024-12-31 00:00:00,10465000.0,BROS
Change In Receivables,2024-12-31 00:00:00,-1474000.0,BROS
Changes In Account Receivables,2024-12-31 00:00:00,-1474000.0,BROS
Other Non Cash Items,2024-12-31 00:00:00,14442000.0,BROS
Stock Based Compensation,2024-12-31 00:00:00,11482000.0,BROS
Deferred Tax,2024-12-31 00:00:00,15421000.0,BROS
Deferred Income Tax,2024-12-31 00:00:00,15421000.0,BROS
Depreciation Amortization Depletion,2024-12-31 00:00:00,93005000.0,BROS
Depreciation And Amortization,2024-12-31 00:00:00,93005000.0,BROS
Operating Gains Losses,2024-12-31 00:00:00,-1277000.0,BROS
Gain Loss On Sale Of PPE,2024-12-31 00:00:00,,BROS
Net Income From Continuing Operations,2024-12-31 00:00:00,66450000.0,BROS
Free Cash Flow,2023-12-31 00:00:00,-88542000.0,BROS
Repurchase Of Capital Stock,2023-12-31 00:00:00,0.0,BROS
Repayment Of Debt,2023-12-31 00:00:00,-217750000.0,BROS
Issuance Of Debt,2023-12-31 00:00:00,91647000.0,BROS
Issuance Of Capital Stock,2023-12-31 00:00:00,331200000.0,BROS
Capital Expenditure,2023-12-31 00:00:00,-228457000.0,BROS
Interest Paid Supplemental Data,2023-12-31 00:00:00,34969000.0,BROS
Income Tax Paid Supplemental Data,2023-12-31 00:00:00,1731000.0,BROS
End Cash Position,2023-12-31 00:00:00,133545000.0,BROS
Beginning Cash Position,2023-12-31 00:00:00,20178000.0,BROS
Changes In Cash,2023-12-31 00:00:00,113367000.0,BROS
Financing Cash Flow,2023-12-31 00:00:00,200732000.0,BROS
Cash Flow From Continuing Financing Activities,2023-12-31 00:00:00,200732000.0,BROS
Net Other Financing Charges,2023-12-31 00:00:00,-4365000.0,BROS
Cash Dividends Paid,2023-12-31 00:00:00,0.0,BROS
Net Common Stock Issuance,2023-12-31 00:00:00,331200000.0,BROS
Common Stock Payments,2023-12-31 00:00:00,0.0,BROS
Common Stock Issuance,2023-12-31 00:00:00,331200000.0,BROS
Net Issuance Payments Of Debt,2023-12-31 00:00:00,-126103000.0,BROS
Net Short Term Debt Issuance,2023-12-31 00:00:00,-112705000.0,BROS
Short Term Debt Payments,2023-12-31 00:00:00,-202705000.0,BROS
Short Term Debt Issuance,2023-12-31 00:00:00,90000000.0,BROS
Net Long Term Debt Issuance,2023-12-31 00:00:00,-126103000.0,BROS
Long Term Debt Payments,2023-12-31 00:00:00,-217750000.0,BROS
Long Term Debt Issuance,2023-12-31 00:00:00,91647000.0,BROS
Investing Cash Flow,2023-12-31 00:00:00,-227280000.0,BROS
Cash Flow From Continuing Investing Activities,2023-12-31 00:00:00,-227280000.0,BROS
Net Business Purchase And Sale,2023-12-31 00:00:00,0.0,BROS
Purchase Of Business,2023-12-31 00:00:00,0.0,BROS
Net PPE Purchase And Sale,2023-12-31 00:00:00,-227280000.0,BROS
Sale Of PPE,2023-12-31 00:00:00,1177000.0,BROS
Purchase Of PPE,2023-12-31 00:00:00,-228457000.0,BROS
Operating Cash Flow,2023-12-31 00:00:00,139915000.0,BROS
Cash Flow From Continuing Operating Activities,2023-12-31 00:00:00,139915000.0,BROS
Change In Working Capital,2023-12-31 00:00:00,6021000.0,BROS
Change In Other Working Capital,2023-12-31 00:00:00,5571000.0,BROS
Change In Other Current Liabilities,2023-12-31 00:00:00,-8655000.0,BROS
Change In Other Current Assets,2023-12-31 00:00:00,-578000.0,BROS
Change In Payables And Accrued Expense,2023-12-31 00:00:00,19340000.0,BROS
Change In Accrued Expense,2023-12-31 00:00:00,15437000.0,BROS
Change In Payable,2023-12-31 00:00:00,3903000.0,BROS
Change In Account Payable,2023-12-31 00:00:00,3903000.0,BROS
Change In Prepaid Assets,2023-12-31 00:00:00,-4775000.0,BROS
Change In Inventory,2023-12-31 00:00:00,-7724000.0,BROS
Change In Receivables,2023-12-31 00:00:00,2842000.0,BROS
Changes In Account Receivables,2023-12-31 00:00:00,2842000.0,BROS
Other Non Cash Items,2023-12-31 00:00:00,9662000.0,BROS
Stock Based Compensation,2023-12-31 00:00:00,39222000.0,BROS
Deferred Tax,2023-12-31 00:00:00,5946000.0,BROS
Deferred Income Tax,2023-12-31 00:00:00,5946000.0,BROS
Depreciation Amortization Depletion,2023-12-31 00:00:00,69135000.0,BROS
Depreciation And Amortization,2023-12-31 00:00:00,69135000.0,BROS
Operating Gains Losses,2023-12-31 00:00:00,-23000.0,BROS
Gain Loss On Sale Of PPE,2023-12-31 00:00:00,,BROS
Net Income From Continuing Operations,2023-12-31 00:00:00,9952000.0,BROS
Free Cash Flow,2022-12-31 00:00:00,-127997000.0,BROS
Repurchase Of Capital Stock,2022-12-31 00:00:00,0.0,BROS
Repayment Of Debt,2022-12-31 00:00:00,-17820000.0,BROS
Issuance Of Debt,2022-12-31 00:00:00,159080000.0,BROS
Issuance Of Capital Stock,2022-12-31 00:00:00,0.0,BROS
Capital Expenditure,2022-12-31 00:00:00,-187880000.0,BROS
Interest Paid Supplemental Data,2022-12-31 00:00:00,17613000.0,BROS
Income Tax Paid Supplemental Data,2022-12-31 00:00:00,1316000.0,BROS
End Cash Position,2022-12-31 00:00:00,20178000.0,BROS
Beginning Cash Position,2022-12-31 00:00:00,18506000.0,BROS
Changes In Cash,2022-12-31 00:00:00,1672000.0,BROS
Financing Cash Flow,2022-12-31 00:00:00,134361000.0,BROS
Cash Flow From Continuing Financing Activities,2022-12-31 00:00:00,134361000.0,BROS
Net Other Financing Charges,2022-12-31 00:00:00,-6899000.0,BROS
Cash Dividends Paid,2022-12-31 00:00:00,0.0,BROS
Net Common Stock Issuance,2022-12-31 00:00:00,0.0,BROS
Common Stock Payments,2022-12-31 00:00:00,0.0,BROS
Common Stock Issuance,2022-12-31 00:00:00,0.0,BROS
Net Issuance Payments Of Debt,2022-12-31 00:00:00,141260000.0,BROS
Net Short Term Debt Issuance,2022-12-31 00:00:00,147705000.0,BROS
Short Term Debt Payments,2022-12-31 00:00:00,-10000000.0,BROS
Short Term Debt Issuance,2022-12-31 00:00:00,157705000.0,BROS
Net Long Term Debt Issuance,2022-12-31 00:00:00,141260000.0,BROS
Long Term Debt Payments,2022-12-31 00:00:00,-17820000.0,BROS
Long Term Debt Issuance,2022-12-31 00:00:00,159080000.0,BROS
Investing Cash Flow,2022-12-31 00:00:00,-192572000.0,BROS
Cash Flow From Continuing Investing Activities,2022-12-31 00:00:00,-192572000.0,BROS
Net Business Purchase And Sale,2022-12-31 00:00:00,-6051000.0,BROS
Purchase Of Business,2022-12-31 00:00:00,-6051000.0,BROS
Net PPE Purchase And Sale,2022-12-31 00:00:00,-186521000.0,BROS
Sale Of PPE,2022-12-31 00:00:00,1359000.0,BROS
Purchase Of PPE,2022-12-31 00:00:00,-187880000.0,BROS
Operating Cash Flow,2022-12-31 00:00:00,59883000.0,BROS
Cash Flow From Continuing Operating Activities,2022-12-31 00:00:00,59883000.0,BROS
Change In Working Capital,2022-12-31 00:00:00,-15131000.0,BROS
Change In Other Working Capital,2022-12-31 00:00:00,3367000.0,BROS
Change In Other Current Liabilities,2022-12-31 00:00:00,-9393000.0,BROS
Change In Other Current Assets,2022-12-31 00:00:00,1147000.0,BROS
Change In Payables And Accrued Expense,2022-12-31 00:00:00,7582000.0,BROS
Change In Accrued Expense,2022-12-31 00:00:00,5976000.0,BROS
Change In Payable,2022-12-31 00:00:00,1606000.0,BROS
Change In Account Payable,2022-12-31 00:00:00,1606000.0,BROS
Change In Prepaid Assets,2022-12-31 00:00:00,-695000.0,BROS
Change In Inventory,2022-12-31 00:00:00,-15817000.0,BROS
Change In Receivables,2022-12-31 00:00:00,-1322000.0,BROS
Changes In Account Receivables,2022-12-31 00:00:00,-1322000.0,BROS
Other Non Cash Items,2022-12-31 00:00:00,7144000.0,BROS
Stock Based Compensation,2022-12-31 00:00:00,41657000.0,BROS
Deferred Tax,2022-12-31 00:00:00,1078000.0,BROS
Deferred Income Tax,2022-12-31 00:00:00,1078000.0,BROS
Depreciation Amortization Depletion,2022-12-31 00:00:00,44728000.0,BROS
Depreciation And Amortization,2022-12-31 00:00:00,44728000.0,BROS
Operating Gains Losses,2022-12-31 00:00:00,-340000.0,BROS
Gain Loss On Sale Of PPE,2022-12-31 00:00:00,,BROS
Net Income From Continuing Operations,2022-12-31 00:00:00,-19253000.0,BROS
Free Cash Flow,2021-12-31 00:00:00,-38069000.0,BROS
Repurchase Of Capital Stock,2021-12-31 00:00:00,-287664000.0,BROS
Repayment Of Debt,2021-12-31 00:00:00,-245247000.0,BROS
Issuance Of Debt,2021-12-31 00:00:00,266484000.0,BROS
Issuance Of Capital Stock,2021-12-31 00:00:00,524858000.0,BROS
Capital Expenditure,2021-12-31 00:00:00,-118444000.0,BROS
Interest Paid Supplemental Data,2021-12-31 00:00:00,7350000.0,BROS
Income Tax Paid Supplemental Data,2021-12-31 00:00:00,886000.0,BROS
End Cash Position,2021-12-31 00:00:00,18506000.0,BROS
Beginning Cash Position,2021-12-31 00:00:00,31640000.0,BROS
Changes In Cash,2021-12-31 00:00:00,-13134000.0,BROS
Financing Cash Flow,2021-12-31 00:00:00,27580000.0,BROS
Cash Flow From Continuing Financing Activities,2021-12-31 00:00:00,27580000.0,BROS
Net Other Financing Charges,2021-12-31 00:00:00,-17543000.0,BROS
Cash Dividends Paid,2021-12-31 00:00:00,-213308000.0,BROS
Net Common Stock Issuance,2021-12-31 00:00:00,237194000.0,BROS
Common Stock Payments,2021-12-31 00:00:00,-287664000.0,BROS
Common Stock Issuance,2021-12-31 00:00:00,524858000.0,BROS
Net Issuance Payments Of Debt,2021-12-31 00:00:00,21237000.0,BROS
Net Short Term Debt Issuance,2021-12-31 00:00:00,50000000.0,BROS
Short Term Debt Payments,2021-12-31 00:00:00,-15000000.0,BROS
Short Term Debt Issuance,2021-12-31 00:00:00,65000000.0,BROS
Net Long Term Debt Issuance,2021-12-31 00:00:00,-28763000.0,BROS
Long Term Debt Payments,2021-12-31 00:00:00,-230247000.0,BROS
Long Term Debt Issuance,2021-12-31 00:00:00,201484000.0,BROS
Investing Cash Flow,2021-12-31 00:00:00,-121089000.0,BROS
Cash Flow From Continuing Investing Activities,2021-12-31 00:00:00,-121089000.0,BROS
Net Business Purchase And Sale,2021-12-31 00:00:00,-5387000.0,BROS
Purchase Of Business,2021-12-31 00:00:00,-5387000.0,BROS
Net PPE Purchase And Sale,2021-12-31 00:00:00,-115702000.0,BROS
Sale Of PPE,2021-12-31 00:00:00,2742000.0,BROS
Purchase Of PPE,2021-12-31 00:00:00,-118444000.0,BROS
Operating Cash Flow,2021-12-31 00:00:00,80375000.0,BROS
Cash Flow From Continuing Operating Activities,2021-12-31 00:00:00,80375000.0,BROS
Change In Working Capital,2021-12-31 00:00:00,15813000.0,BROS
Change In Other Working Capital,2021-12-31 00:00:00,12118000.0,BROS
Change In Other Current Liabilities,2021-12-31 00:00:00,4676000.0,BROS
Change In Other Current Assets,2021-12-31 00:00:00,13000.0,BROS
Change In Payables And Accrued Expense,2021-12-31 00:00:00,10242000.0,BROS
Change In Accrued Expense,2021-12-31 00:00:00,8088000.0,BROS
Change In Payable,2021-12-31 00:00:00,2154000.0,BROS
Change In Account Payable,2021-12-31 00:00:00,2154000.0,BROS
Change In Prepaid Assets,2021-12-31 00:00:00,-3761000.0,BROS
Change In Inventory,2021-12-31 00:00:00,-7668000.0,BROS
Change In Receivables,2021-12-31 00:00:00,193000.0,BROS
Changes In Account Receivables,2021-12-31 00:00:00,193000.0,BROS
Other Non Cash Items,2021-12-31 00:00:00,280000.0,BROS
Stock Based Compensation,2021-12-31 00:00:00,157716000.0,BROS
Deferred Tax,2021-12-31 00:00:00,-2663000.0,BROS
Deferred Income Tax,2021-12-31 00:00:00,-2663000.0,BROS
Depreciation Amortization Depletion,2021-12-31 00:00:00,25217000.0,BROS
Depreciation And Amortization,2021-12-31 00:00:00,25217000.0,BROS
Operating Gains Losses,2021-12-31 00:00:00,1943000.0,BROS
Gain Loss On Sale Of PPE,2021-12-31 00:00:00,,BROS
Net Income From Continuing Operations,2021-12-31 00:00:00,-117931000.0,BROS
Free Cash Flow,2020-12-31 00:00:00,,BROS
Repurchase Of Capital Stock,2020-12-31 00:00:00,0.0,BROS
Repayment Of Debt,2020-12-31 00:00:00,,BROS
Issuance Of Debt,2020-12-31 00:00:00,,BROS
Issuance Of Capital Stock,2020-12-31 00:00:00,,BROS
Capital Expenditure,2020-12-31 00:00:00,,BROS
Interest Paid Supplemental Data,2020-12-31 00:00:00,,BROS
Income Tax Paid Supplemental Data,2020-12-31 00:00:00,,BROS
End Cash Position,2020-12-31 00:00:00,,BROS
Beginning Cash Position,2020-12-31 00:00:00,,BROS
Changes In Cash,2020-12-31 00:00:00,,BROS
