index,date,value,ticker
Pretax Income,2023-12-31 00:00:00,16919000.0,BROS
Other Income Expense,2023-12-31 00:00:00,3018000.0,BROS
Other Non Operating Income Expenses,2023-12-31 00:00:00,3018000.0,BROS
Net Non Operating Interest Income Expense,2023-12-31 00:00:00,-32321000.0,BROS
Interest Expense Non Operating,2023-12-31 00:00:00,32321000.0,BROS
Operating Income,2023-12-31 00:00:00,46222000.0,BROS
Operating Expense,2023-12-31 00:00:00,205074000.0,BROS
Selling General And Administration,2023-12-31 00:00:00,205074000.0,BROS
Gross Profit,2023-12-31 00:00:00,251296000.0,BROS
Cost Of Revenue,2023-12-31 00:00:00,714480000.0,BROS
Total Revenue,2023-12-31 00:00:00,965776000.0,BROS
Operating Revenue,2023-12-31 00:00:00,965776000.0,BROS
Tax Effect Of Unusual Items,2022-12-31 00:00:00,0.0,BROS
Tax Rate For Calcs,2022-12-31 00:00:00,0.21,BROS
Normalized EBITDA,2022-12-31 00:00:00,46092000.0,BROS
Net Income From Continuing Operation Net Minority Interest,2022-12-31 00:00:00,-4753000.0,BROS
Reconciled Depreciation,2022-12-31 00:00:00,44728000.0,BROS
Reconciled Cost Of Revenue,2022-12-31 00:00:00,558096000.0,BROS
EBITDA,2022-12-31 00:00:00,46092000.0,BROS
EBIT,2022-12-31 00:00:00,1364000.0,BROS
Net Interest Income,2022-12-31 00:00:00,-18018000.0,BROS
Interest Expense,2022-12-31 00:00:00,18018000.0,BROS
Normalized Income,2022-12-31 00:00:00,-4753000.0,BROS
Net Income From Continuing And Discontinued Operation,2022-12-31 00:00:00,-4753000.0,BROS
Total Expenses,2022-12-31 00:00:00,741624000.0,BROS
Total Operating Income As Reported,2022-12-31 00:00:00,-2612000.0,BROS
Diluted Average Shares,2022-12-31 00:00:00,51871000.0,BROS
Basic Average Shares,2022-12-31 00:00:00,51871000.0,BROS
Diluted EPS,2022-12-31 00:00:00,-0.09,BROS
Basic EPS,2022-12-31 00:00:00,-0.09,BROS
Diluted NI Availto Com Stockholders,2022-12-31 00:00:00,-4753000.0,BROS
Average Dilution Earnings,2022-12-31 00:00:00,0.0,BROS
Net Income Common Stockholders,2022-12-31 00:00:00,-4753000.0,BROS
Otherunder Preferred Stock Dividend,2022-12-31 00:00:00,,BROS
Net Income,2022-12-31 00:00:00,-4753000.0,BROS
Minority Interests,2022-12-31 00:00:00,14500000.0,BROS
Net Income Including Noncontrolling Interests,2022-12-31 00:00:00,-19253000.0,BROS
Net Income Continuous Operations,2022-12-31 00:00:00,-19253000.0,BROS
Tax Provision,2022-12-31 00:00:00,2599000.0,BROS
Pretax Income,2022-12-31 00:00:00,-16654000.0,BROS
Other Income Expense,2022-12-31 00:00:00,3976000.0,BROS
Other Non Operating Income Expenses,2022-12-31 00:00:00,3976000.0,BROS
Net Non Operating Interest Income Expense,2022-12-31 00:00:00,-18018000.0,BROS
Interest Expense Non Operating,2022-12-31 00:00:00,18018000.0,BROS
Operating Income,2022-12-31 00:00:00,-2612000.0,BROS
Operating Expense,2022-12-31 00:00:00,183528000.0,BROS
Selling General And Administration,2022-12-31 00:00:00,183528000.0,BROS
Gross Profit,2022-12-31 00:00:00,180916000.0,BROS
Cost Of Revenue,2022-12-31 00:00:00,558096000.0,BROS
Total Revenue,2022-12-31 00:00:00,739012000.0,BROS
Operating Revenue,2022-12-31 00:00:00,739012000.0,BROS
Tax Effect Of Unusual Items,2021-12-31 00:00:00,0.0,BROS
Tax Rate For Calcs,2021-12-31 00:00:00,0.014,BROS
Normalized EBITDA,2021-12-31 00:00:00,-87249000.0,BROS
Net Income From Continuing Operation Net Minority Interest,2021-12-31 00:00:00,-12679000.0,BROS
Reconciled Depreciation,2021-12-31 00:00:00,25217000.0,BROS
Reconciled Cost Of Revenue,2021-12-31 00:00:00,344573000.0,BROS
EBITDA,2021-12-31 00:00:00,-87249000.0,BROS
EBIT,2021-12-31 00:00:00,-112466000.0,BROS
Net Interest Income,2021-12-31 00:00:00,-7093000.0,BROS
Interest Expense,2021-12-31 00:00:00,7093000.0,BROS
Normalized Income,2021-12-31 00:00:00,-12679000.0,BROS
Net Income From Continuing And Discontinued Operation,2021-12-31 00:00:00,-12679000.0,BROS
Total Expenses,2021-12-31 00:00:00,609102000.0,BROS
Total Operating Income As Reported,2021-12-31 00:00:00,-111226000.0,BROS
Diluted Average Shares,2021-12-31 00:00:00,45864000.0,BROS
Basic Average Shares,2021-12-31 00:00:00,45864000.0,BROS
Diluted EPS,2021-12-31 00:00:00,-0.31,BROS
Basic EPS,2021-12-31 00:00:00,-0.31,BROS
Diluted NI Availto Com Stockholders,2021-12-31 00:00:00,-12679000.0,BROS
Average Dilution Earnings,2021-12-31 00:00:00,,BROS
Net Income Common Stockholders,2021-12-31 00:00:00,-12679000.0,BROS
Otherunder Preferred Stock Dividend,2021-12-31 00:00:00,-68602000.0,BROS
Net Income,2021-12-31 00:00:00,-12679000.0,BROS
Minority Interests,2021-12-31 00:00:00,105252000.0,BROS
Net Income Including Noncontrolling Interests,2021-12-31 00:00:00,-117931000.0,BROS
Net Income Continuous Operations,2021-12-31 00:00:00,-117931000.0,BROS
Tax Provision,2021-12-31 00:00:00,-1628000.0,BROS
Pretax Income,2021-12-31 00:00:00,-119559000.0,BROS
Other Income Expense,2021-12-31 00:00:00,-1240000.0,BROS
Other Non Operating Income Expenses,2021-12-31 00:00:00,-1240000.0,BROS
Net Non Operating Interest Income Expense,2021-12-31 00:00:00,-7093000.0,BROS
Interest Expense Non Operating,2021-12-31 00:00:00,7093000.0,BROS
Operating Income,2021-12-31 00:00:00,-111226000.0,BROS
Operating Expense,2021-12-31 00:00:00,264529000.0,BROS
Selling General And Administration,2021-12-31 00:00:00,264529000.0,BROS
Gross Profit,2021-12-31 00:00:00,153303000.0,BROS
Cost Of Revenue,2021-12-31 00:00:00,344573000.0,BROS
Total Revenue,2021-12-31 00:00:00,497876000.0,BROS
Operating Revenue,2021-12-31 00:00:00,497876000.0,BROS
Tax Effect Of Unusual Items,2020-12-31 00:00:00,,BROS
Tax Rate For Calcs,2020-12-31 00:00:00,,BROS
Normalized EBITDA,2020-12-31 00:00:00,,BROS
Net Income From Continuing Operation Net Minority Interest,2020-12-31 00:00:00,,BROS
Reconciled Depreciation,2020-12-31 00:00:00,,BROS
Reconciled Cost Of Revenue,2020-12-31 00:00:00,,BROS
EBITDA,2020-12-31 00:00:00,,BROS
EBIT,2020-12-31 00:00:00,,BROS
Net Interest Income,2020-12-31 00:00:00,,BROS
Interest Expense,2020-12-31 00:00:00,,BROS
Normalized Income,2020-12-31 00:00:00,,BROS
Net Income From Continuing And Discontinued Operation,2020-12-31 00:00:00,,BROS
Total Expenses,2020-12-31 00:00:00,,BROS
Total Operating Income As Reported,2020-12-31 00:00:00,,BROS
Diluted Average Shares,2020-12-31 00:00:00,46748592.0,BROS
Basic Average Shares,2020-12-31 00:00:00,46748592.0,BROS
Diluted EPS,2020-12-31 00:00:00,0.0,BROS
Basic EPS,2020-12-31 00:00:00,0.0,BROS
Diluted NI Availto Com Stockholders,2020-12-31 00:00:00,,BROS
Average Dilution Earnings,2020-12-31 00:00:00,,BROS
Net Income Common Stockholders,2020-12-31 00:00:00,,BROS
Otherunder Preferred Stock Dividend,2020-12-31 00:00:00,5725000.0,BROS
Net Income,2020-12-31 00:00:00,,BROS
Minority Interests,2020-12-31 00:00:00,,BROS
Net Income Including Noncontrolling Interests,2020-12-31 00:00:00,,BROS
Net Income Continuous Operations,2020-12-31 00:00:00,,BROS
Tax Provision,2020-12-31 00:00:00,,BROS
Pretax Income,2020-12-31 00:00:00,,BROS
Other Income Expense,2020-12-31 00:00:00,,BROS
Other Non Operating Income Expenses,2020-12-31 00:00:00,,BROS
Net Non Operating Interest Income Expense,2020-12-31 00:00:00,,BROS
Interest Expense Non Operating,2020-12-31 00:00:00,,BROS
Operating Income,2020-12-31 00:00:00,,BROS
Operating Expense,2020-12-31 00:00:00,,BROS
Selling General And Administration,2020-12-31 00:00:00,,BROS
Gross Profit,2020-12-31 00:00:00,,BROS
Cost Of Revenue,2020-12-31 00:00:00,,BROS
Total Revenue,2020-12-31 00:00:00,,BROS
Operating Revenue,2020-12-31 00:00:00,,BROS
Tax Effect Of Unusual Items,2024-12-31 00:00:00,-136800000.0,TSLA
Tax Rate For Calcs,2024-12-31 00:00:00,0.2,TSLA
Normalized EBITDA,2024-12-31 00:00:00,15392000000.0,TSLA
Total Unusual Items,2024-12-31 00:00:00,-684000000.0,TSLA
Total Unusual Items Excluding Goodwill,2024-12-31 00:00:00,-684000000.0,TSLA
Net Income From Continuing Operation Net Minority Interest,2024-12-31 00:00:00,7130000000.0,TSLA
Reconciled Depreciation,2024-12-31 00:00:00,5368000000.0,TSLA
Reconciled Cost Of Revenue,2024-12-31 00:00:00,80240000000.0,TSLA
EBITDA,2024-12-31 00:00:00,14708000000.0,TSLA
EBIT,2024-12-31 00:00:00,9340000000.0,TSLA
Net Interest Income,2024-12-31 00:00:00,1219000000.0,TSLA
Interest Expense,2024-12-31 00:00:00,350000000.0,TSLA
Interest Income,2024-12-31 00:00:00,1569000000.0,TSLA
Normalized Income,2024-12-31 00:00:00,7677200000.0,TSLA
Net Income From Continuing And Discontinued Operation,2024-12-31 00:00:00,7130000000.0,TSLA
Total Expenses,2024-12-31 00:00:00,89930000000.0,TSLA
Rent Expense Supplemental,2024-12-31 00:00:00,1003000000.0,TSLA
Total Operating Income As Reported,2024-12-31 00:00:00,7076000000.0,TSLA
Diluted Average Shares,2024-12-31 00:00:00,,TSLA
Basic Average Shares,2024-12-31 00:00:00,,TSLA
Diluted EPS,2024-12-31 00:00:00,,TSLA
Basic EPS,2024-12-31 00:00:00,,TSLA
Diluted NI Availto Com Stockholders,2024-12-31 00:00:00,7130000000.0,TSLA
Average Dilution Earnings,2024-12-31 00:00:00,0.0,TSLA
Net Income Common Stockholders,2024-12-31 00:00:00,7130000000.0,TSLA
Otherunder Preferred Stock Dividend,2024-12-31 00:00:00,,TSLA
Net Income,2024-12-31 00:00:00,7130000000.0,TSLA
Minority Interests,2024-12-31 00:00:00,-23000000.0,TSLA
Net Income Including Noncontrolling Interests,2024-12-31 00:00:00,7153000000.0,TSLA
Net Income Continuous Operations,2024-12-31 00:00:00,7153000000.0,TSLA
Tax Provision,2024-12-31 00:00:00,1837000000.0,TSLA
Pretax Income,2024-12-31 00:00:00,8990000000.0,TSLA
Other Income Expense,2024-12-31 00:00:00,11000000.0,TSLA
Other Non Operating Income Expenses,2024-12-31 00:00:00,695000000.0,TSLA
Special Income Charges,2024-12-31 00:00:00,-684000000.0,TSLA
Restructuring And Mergern Acquisition,2024-12-31 00:00:00,684000000.0,TSLA
Net Non Operating Interest Income Expense,2024-12-31 00:00:00,1219000000.0,TSLA
Interest Expense Non Operating,2024-12-31 00:00:00,350000000.0,TSLA
Interest Income Non Operating,2024-12-31 00:00:00,1569000000.0,TSLA
Operating Income,2024-12-31 00:00:00,7760000000.0,TSLA
Operating Expense,2024-12-31 00:00:00,9690000000.0,TSLA
Research And Development,2024-12-31 00:00:00,4540000000.0,TSLA
Selling General And Administration,2024-12-31 00:00:00,5150000000.0,TSLA
Gross Profit,2024-12-31 00:00:00,17450000000.0,TSLA
Cost Of Revenue,2024-12-31 00:00:00,80240000000.0,TSLA
Total Revenue,2024-12-31 00:00:00,97690000000.0,TSLA
Operating Revenue,2024-12-31 00:00:00,97690000000.0,TSLA
Tax Effect Of Unusual Items,2023-12-31 00:00:00,0.0,TSLA
Tax Rate For Calcs,2023-12-31 00:00:00,0.21,TSLA
Normalized EBITDA,2023-12-31 00:00:00,14796000000.0,TSLA
Total Unusual Items,2023-12-31 00:00:00,0.0,TSLA
Total Unusual Items Excluding Goodwill,2023-12-31 00:00:00,0.0,TSLA
Net Income From Continuing Operation Net Minority Interest,2023-12-31 00:00:00,14999000000.0,TSLA
Reconciled Depreciation,2023-12-31 00:00:00,4667000000.0,TSLA
Reconciled Cost Of Revenue,2023-12-31 00:00:00,79113000000.0,TSLA
EBITDA,2023-12-31 00:00:00,14796000000.0,TSLA
EBIT,2023-12-31 00:00:00,10129000000.0,TSLA
Net Interest Income,2023-12-31 00:00:00,910000000.0,TSLA
Interest Expense,2023-12-31 00:00:00,156000000.0,TSLA
Interest Income,2023-12-31 00:00:00,1066000000.0,TSLA
Normalized Income,2023-12-31 00:00:00,14999000000.0,TSLA
Net Income From Continuing And Discontinued Operation,2023-12-31 00:00:00,14999000000.0,TSLA
Total Expenses,2023-12-31 00:00:00,87882000000.0,TSLA
Rent Expense Supplemental,2023-12-31 00:00:00,1268000000.0,TSLA
Total Operating Income As Reported,2023-12-31 00:00:00,8891000000.0,TSLA
Diluted Average Shares,2023-12-31 00:00:00,3482750000.0,TSLA
Basic Average Shares,2023-12-31 00:00:00,3173500000.0,TSLA
Diluted EPS,2023-12-31 00:00:00,4.31,TSLA
Basic EPS,2023-12-31 00:00:00,4.725697,TSLA
Diluted NI Availto Com Stockholders,2023-12-31 00:00:00,14999000000.0,TSLA
Average Dilution Earnings,2023-12-31 00:00:00,0.0,TSLA
Net Income Common Stockholders,2023-12-31 00:00:00,14999000000.0,TSLA
Otherunder Preferred Stock Dividend,2023-12-31 00:00:00,,TSLA
Net Income,2023-12-31 00:00:00,14999000000.0,TSLA
Minority Interests,2023-12-31 00:00:00,25000000.0,TSLA
Net Income Including Noncontrolling Interests,2023-12-31 00:00:00,14974000000.0,TSLA
Net Income Continuous Operations,2023-12-31 00:00:00,14974000000.0,TSLA
Tax Provision,2023-12-31 00:00:00,-5001000000.0,TSLA
Pretax Income,2023-12-31 00:00:00,9973000000.0,TSLA
Other Income Expense,2023-12-31 00:00:00,172000000.0,TSLA
Other Non Operating Income Expenses,2023-12-31 00:00:00,172000000.0,TSLA
Special Income Charges,2023-12-31 00:00:00,0.0,TSLA
Restructuring And Mergern Acquisition,2023-12-31 00:00:00,0.0,TSLA
Net Non Operating Interest Income Expense,2023-12-31 00:00:00,910000000.0,TSLA
Interest Expense Non Operating,2023-12-31 00:00:00,156000000.0,TSLA
Interest Income Non Operating,2023-12-31 00:00:00,1066000000.0,TSLA
Operating Income,2023-12-31 00:00:00,8891000000.0,TSLA
Operating Expense,2023-12-31 00:00:00,8769000000.0,TSLA
Research And Development,2023-12-31 00:00:00,3969000000.0,TSLA
Selling General And Administration,2023-12-31 00:00:00,4800000000.0,TSLA
Gross Profit,2023-12-31 00:00:00,17660000000.0,TSLA
Cost Of Revenue,2023-12-31 00:00:00,79113000000.0,TSLA
Total Revenue,2023-12-31 00:00:00,96773000000.0,TSLA
Operating Revenue,2023-12-31 00:00:00,96773000000.0,TSLA
Tax Effect Of Unusual Items,2022-12-31 00:00:00,-14080000.0,TSLA
Tax Rate For Calcs,2022-12-31 00:00:00,0.08,TSLA
Normalized EBITDA,2022-12-31 00:00:00,17833000000.0,TSLA
Total Unusual Items,2022-12-31 00:00:00,-176000000.0,TSLA
Total Unusual Items Excluding Goodwill,2022-12-31 00:00:00,-176000000.0,TSLA
Net Income From Continuing Operation Net Minority Interest,2022-12-31 00:00:00,12583000000.0,TSLA
Reconciled Depreciation,2022-12-31 00:00:00,3747000000.0,TSLA
Reconciled Cost Of Revenue,2022-12-31 00:00:00,60609000000.0,TSLA
EBITDA,2022-12-31 00:00:00,17657000000.0,TSLA
EBIT,2022-12-31 00:00:00,13910000000.0,TSLA
Net Interest Income,2022-12-31 00:00:00,106000000.0,TSLA
Interest Expense,2022-12-31 00:00:00,191000000.0,TSLA
Interest Income,2022-12-31 00:00:00,297000000.0,TSLA
Normalized Income,2022-12-31 00:00:00,12744920000.0,TSLA
Net Income From Continuing And Discontinued Operation,2022-12-31 00:00:00,12583000000.0,TSLA
Total Expenses,2022-12-31 00:00:00,67630000000.0,TSLA
Rent Expense Supplemental,2022-12-31 00:00:00,1509000000.0,TSLA
Total Operating Income As Reported,2022-12-31 00:00:00,13656000000.0,TSLA
Diluted Average Shares,2022-12-31 00:00:00,3475000000.0,TSLA
Basic Average Shares,2022-12-31 00:00:00,3130000000.0,TSLA
Diluted EPS,2022-12-31 00:00:00,3.62,TSLA
Basic EPS,2022-12-31 00:00:00,4.02,TSLA
Diluted NI Availto Com Stockholders,2022-12-31 00:00:00,12584000000.0,TSLA
Average Dilution Earnings,2022-12-31 00:00:00,1000000.0,TSLA
Net Income Common Stockholders,2022-12-31 00:00:00,12583000000.0,TSLA
Otherunder Preferred Stock Dividend,2022-12-31 00:00:00,,TSLA
Net Income,2022-12-31 00:00:00,12583000000.0,TSLA
Minority Interests,2022-12-31 00:00:00,-4000000.0,TSLA
Net Income Including Noncontrolling Interests,2022-12-31 00:00:00,12587000000.0,TSLA
Net Income Continuous Operations,2022-12-31 00:00:00,12587000000.0,TSLA
Tax Provision,2022-12-31 00:00:00,1132000000.0,TSLA
Pretax Income,2022-12-31 00:00:00,13719000000.0,TSLA
Other Income Expense,2022-12-31 00:00:00,-219000000.0,TSLA
Other Non Operating Income Expenses,2022-12-31 00:00:00,-43000000.0,TSLA
Special Income Charges,2022-12-31 00:00:00,-176000000.0,TSLA
Restructuring And Mergern Acquisition,2022-12-31 00:00:00,176000000.0,TSLA
Net Non Operating Interest Income Expense,2022-12-31 00:00:00,106000000.0,TSLA
Interest Expense Non Operating,2022-12-31 00:00:00,191000000.0,TSLA
Interest Income Non Operating,2022-12-31 00:00:00,297000000.0,TSLA
Operating Income,2022-12-31 00:00:00,13832000000.0,TSLA
Operating Expense,2022-12-31 00:00:00,7021000000.0,TSLA
Research And Development,2022-12-31 00:00:00,3075000000.0,TSLA
Selling General And Administration,2022-12-31 00:00:00,3946000000.0,TSLA
Gross Profit,2022-12-31 00:00:00,20853000000.0,TSLA
Cost Of Revenue,2022-12-31 00:00:00,60609000000.0,TSLA
Total Revenue,2022-12-31 00:00:00,81462000000.0,TSLA
Operating Revenue,2022-12-31 00:00:00,81462000000.0,TSLA
Tax Effect Of Unusual Items,2021-12-31 00:00:00,2970000.0,TSLA
Tax Rate For Calcs,2021-12-31 00:00:00,0.11,TSLA
Normalized EBITDA,2021-12-31 00:00:00,9598000000.0,TSLA
Total Unusual Items,2021-12-31 00:00:00,27000000.0,TSLA
Total Unusual Items Excluding Goodwill,2021-12-31 00:00:00,27000000.0,TSLA
Net Income From Continuing Operation Net Minority Interest,2021-12-31 00:00:00,5524000000.0,TSLA
Reconciled Depreciation,2021-12-31 00:00:00,2911000000.0,TSLA
Reconciled Cost Of Revenue,2021-12-31 00:00:00,40217000000.0,TSLA
EBITDA,2021-12-31 00:00:00,9625000000.0,TSLA
EBIT,2021-12-31 00:00:00,6714000000.0,TSLA
Net Interest Income,2021-12-31 00:00:00,-315000000.0,TSLA
Interest Expense,2021-12-31 00:00:00,371000000.0,TSLA
Interest Income,2021-12-31 00:00:00,56000000.0,TSLA
Normalized Income,2021-12-31 00:00:00,5499970000.0,TSLA
Net Income From Continuing And Discontinued Operation,2021-12-31 00:00:00,5524000000.0,TSLA
Total Expenses,2021-12-31 00:00:00,47327000000.0,TSLA
Rent Expense Supplemental,2021-12-31 00:00:00,978000000.0,TSLA
Total Operating Income As Reported,2021-12-31 00:00:00,6523000000.0,TSLA
Diluted Average Shares,2021-12-31 00:00:00,3386000000.0,TSLA
Basic Average Shares,2021-12-31 00:00:00,2959000000.0,TSLA
Diluted EPS,2021-12-31 00:00:00,1.63,TSLA
Basic EPS,2021-12-31 00:00:00,1.87,TSLA
Diluted NI Availto Com Stockholders,2021-12-31 00:00:00,5533000000.0,TSLA
Average Dilution Earnings,2021-12-31 00:00:00,9000000.0,TSLA
Net Income Common Stockholders,2021-12-31 00:00:00,5524000000.0,TSLA
Otherunder Preferred Stock Dividend,2021-12-31 00:00:00,-5000000.0,TSLA
Net Income,2021-12-31 00:00:00,5524000000.0,TSLA
Minority Interests,2021-12-31 00:00:00,-120000000.0,TSLA
Net Income Including Noncontrolling Interests,2021-12-31 00:00:00,5644000000.0,TSLA
Net Income Continuous Operations,2021-12-31 00:00:00,5644000000.0,TSLA
Tax Provision,2021-12-31 00:00:00,699000000.0,TSLA
Pretax Income,2021-12-31 00:00:00,6343000000.0,TSLA
Other Income Expense,2021-12-31 00:00:00,162000000.0,TSLA
Other Non Operating Income Expenses,2021-12-31 00:00:00,135000000.0,TSLA
Special Income Charges,2021-12-31 00:00:00,27000000.0,TSLA
Restructuring And Mergern Acquisition,2021-12-31 00:00:00,-27000000.0,TSLA
Net Non Operating Interest Income Expense,2021-12-31 00:00:00,-315000000.0,TSLA
Interest Expense Non Operating,2021-12-31 00:00:00,371000000.0,TSLA
Interest Income Non Operating,2021-12-31 00:00:00,56000000.0,TSLA
Operating Income,2021-12-31 00:00:00,6496000000.0,TSLA
Operating Expense,2021-12-31 00:00:00,7110000000.0,TSLA
Research And Development,2021-12-31 00:00:00,2593000000.0,TSLA
Selling General And Administration,2021-12-31 00:00:00,4517000000.0,TSLA
Gross Profit,2021-12-31 00:00:00,13606000000.0,TSLA
Cost Of Revenue,2021-12-31 00:00:00,40217000000.0,TSLA
Total Revenue,2021-12-31 00:00:00,53823000000.0,TSLA
Operating Revenue,2021-12-31 00:00:00,53823000000.0,TSLA
Tax Effect Of Unusual Items,2020-12-31 00:00:00,,TSLA
Tax Rate For Calcs,2020-12-31 00:00:00,,TSLA
Normalized EBITDA,2020-12-31 00:00:00,,TSLA
Total Unusual Items,2020-12-31 00:00:00,,TSLA
Total Unusual Items Excluding Goodwill,2020-12-31 00:00:00,,TSLA
Net Income From Continuing Operation Net Minority Interest,2020-12-31 00:00:00,,TSLA
Reconciled Depreciation,2020-12-31 00:00:00,,TSLA
Reconciled Cost Of Revenue,2020-12-31 00:00:00,,TSLA
EBITDA,2020-12-31 00:00:00,,TSLA
EBIT,2020-12-31 00:00:00,,TSLA
Net Interest Income,2020-12-31 00:00:00,,TSLA
Interest Expense,2020-12-31 00:00:00,,TSLA
Interest Income,2020-12-31 00:00:00,,TSLA
Normalized Income,2020-12-31 00:00:00,,TSLA
Net Income From Continuing And Discontinued Operation,2020-12-31 00:00:00,,TSLA
Total Expenses,2020-12-31 00:00:00,,TSLA
Rent Expense Supplemental,2020-12-31 00:00:00,,TSLA
Total Operating Income As Reported,2020-12-31 00:00:00,,TSLA
Diluted Average Shares,2020-12-31 00:00:00,2880000000.0,TSLA
Basic Average Shares,2020-12-31 00:00:00,2880000000.0,TSLA
Diluted EPS,2020-12-31 00:00:00,0.213333,TSLA
Basic EPS,2020-12-31 00:00:00,0.246667,TSLA
Diluted NI Availto Com Stockholders,2020-12-31 00:00:00,,TSLA
Average Dilution Earnings,2020-12-31 00:00:00,,TSLA
Net Income Common Stockholders,2020-12-31 00:00:00,,TSLA
Otherunder Preferred Stock Dividend,2020-12-31 00:00:00,31000000.0,TSLA
Net Income,2020-12-31 00:00:00,,TSLA
Minority Interests,2020-12-31 00:00:00,,TSLA
Net Income Including Noncontrolling Interests,2020-12-31 00:00:00,,TSLA
Net Income Continuous Operations,2020-12-31 00:00:00,,TSLA
Tax Provision,2020-12-31 00:00:00,,TSLA
Pretax Income,2020-12-31 00:00:00,,TSLA
Other Income Expense,2020-12-31 00:00:00,,TSLA
Other Non Operating Income Expenses,2020-12-31 00:00:00,,TSLA
Special Income Charges,2020-12-31 00:00:00,,TSLA
Restructuring And Mergern Acquisition,2020-12-31 00:00:00,,TSLA
Net Non Operating Interest Income Expense,2020-12-31 00:00:00,,TSLA
Interest Expense Non Operating,2020-12-31 00:00:00,,TSLA
Interest Income Non Operating,2020-12-31 00:00:00,,TSLA
Operating Income,2020-12-31 00:00:00,,TSLA
Operating Expense,2020-12-31 00:00:00,,TSLA
Research And Development,2020-12-31 00:00:00,,TSLA
Selling General And Administration,2020-12-31 00:00:00,,TSLA
Gross Profit,2020-12-31 00:00:00,,TSLA
Cost Of Revenue,2020-12-31 00:00:00,,TSLA
Total Revenue,2020-12-31 00:00:00,,TSLA
Operating Revenue,2020-12-31 00:00:00,,TSLA
Tax Effect Of Unusual Items,2024-12-31 00:00:00,-1122253550.668185,JNJ
Tax Rate For Calcs,2024-12-31 00:00:00,0.157068,JNJ
Normalized EBITDA,2024-12-31 00:00:00,31926000000.0,JNJ
Total Unusual Items,2024-12-31 00:00:00,-7145000000.0,JNJ
Total Unusual Items Excluding Goodwill,2024-12-31 00:00:00,-7145000000.0,JNJ
Net Income From Continuing Operation Net Minority Interest,2024-12-31 00:00:00,14066000000.0,JNJ
Reconciled Depreciation,2024-12-31 00:00:00,7339000000.0,JNJ
Reconciled Cost Of Revenue,2024-12-31 00:00:00,27471000000.0,JNJ
EBITDA,2024-12-31 00:00:00,24781000000.0,JNJ
EBIT,2024-12-31 00:00:00,17442000000.0,JNJ
Net Interest Income,2024-12-31 00:00:00,577000000.0,JNJ
Interest Expense,2024-12-31 00:00:00,755000000.0,JNJ
Interest Income,2024-12-31 00:00:00,1332000000.0,JNJ
Normalized Income,2024-12-31 00:00:00,20088746449.331814,JNJ
Net Income From Continuing And Discontinued Operation,2024-12-31 00:00:00,14066000000.0,JNJ
Total Expenses,2024-12-31 00:00:00,66672000000.0,JNJ
Diluted Average Shares,2024-12-31 00:00:00,2429400000.0,JNJ
Basic Average Shares,2024-12-31 00:00:00,2406922000.0,JNJ
Diluted EPS,2024-12-31 00:00:00,5.79,JNJ
Basic EPS,2024-12-31 00:00:00,5.843978,JNJ
Diluted NI Availto Com Stockholders,2024-12-31 00:00:00,14066000000.0,JNJ
Net Income Common Stockholders,2024-12-31 00:00:00,14066000000.0,JNJ
Net Income,2024-12-31 00:00:00,14066000000.0,JNJ
Net Income Including Noncontrolling Interests,2024-12-31 00:00:00,14066000000.0,JNJ
Net Income Discontinuous Operations,2024-12-31 00:00:00,0.0,JNJ
Net Income Continuous Operations,2024-12-31 00:00:00,14066000000.0,JNJ
Tax Provision,2024-12-31 00:00:00,2621000000.0,JNJ
Pretax Income,2024-12-31 00:00:00,16687000000.0,JNJ
Other Income Expense,2024-12-31 00:00:00,-6045000000.0,JNJ
Other Non Operating Income Expenses,2024-12-31 00:00:00,1100000000.0,JNJ
Special Income Charges,2024-12-31 00:00:00,-6845000000.0,JNJ
Other Special Charges,2024-12-31 00:00:00,5811000000.0,JNJ
Restructuring And Mergern Acquisition,2024-12-31 00:00:00,1034000000.0,JNJ
Gain On Sale Of Security,2024-12-31 00:00:00,-300000000.0,JNJ
Net Non Operating Interest Income Expense,2024-12-31 00:00:00,577000000.0,JNJ
Interest Expense Non Operating,2024-12-31 00:00:00,755000000.0,JNJ
Interest Income Non Operating,2024-12-31 00:00:00,1332000000.0,JNJ
Operating Income,2024-12-31 00:00:00,22149000000.0,JNJ
Operating Expense,2024-12-31 00:00:00,39201000000.0,JNJ
Research And Development,2024-12-31 00:00:00,17232000000.0,JNJ
Selling General And Administration,2024-12-31 00:00:00,21969000000.0,JNJ
General And Administrative Expense,2024-12-31 00:00:00,21969000000.0,JNJ
Other Gand A,2024-12-31 00:00:00,22869000000.0,JNJ
Salaries And Wages,2024-12-31 00:00:00,-900000000.0,JNJ
Gross Profit,2024-12-31 00:00:00,61350000000.0,JNJ
Cost Of Revenue,2024-12-31 00:00:00,27471000000.0,JNJ
Total Revenue,2024-12-31 00:00:00,88821000000.0,JNJ
Operating Revenue,2024-12-31 00:00:00,88821000000.0,JNJ
Tax Effect Of Unusual Items,2023-12-31 00:00:00,-1037542955.782765,JNJ
Tax Rate For Calcs,2023-12-31 00:00:00,0.115257,JNJ
Normalized EBITDA,2023-12-31 00:00:00,32322000000.0,JNJ
Total Unusual Items,2023-12-31 00:00:00,-9002000000.0,JNJ
Total Unusual Items Excluding Goodwill,2023-12-31 00:00:00,-9002000000.0,JNJ
